"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Suwannee County, FL"	"12121"	Suppressed	219500	Suppressed	Suppressed
	"Taylor County, FL"	"12123"	12	111940	Unreliable	0.0135%
	"Union County, FL"	"12125"	12	76219	Unreliable	0.0135%
	"Volusia County, FL"	"12127"	124	2594274	4.7798	0.1399%
	"Wakulla County, FL"	"12129"	Suppressed	158002	Suppressed	Suppressed
	"Walton County, FL"	"12131"	Suppressed	319110	Suppressed	Suppressed
	"Washington County, FL"	"12133"	15	122898	Unreliable	0.0169%
	"Appling County, GA"	"13001"	Suppressed	92383	Suppressed	Suppressed
	"Atkinson County, GA"	"13003"	Suppressed	41526	Suppressed	Suppressed
	"Bacon County, GA"	"13005"	Suppressed	56487	Suppressed	Suppressed
	"Baker County, GA"	"13007"	Suppressed	16126	Suppressed	Suppressed
	"Baldwin County, GA"	"13009"	26	227457	11.4307	0.0293%
	"Banks County, GA"	"13011"	Suppressed	92236	Suppressed	Suppressed
	"Barrow County, GA"	"13013"	14	376250	Unreliable	0.0158%
	"Bartow County, GA"	"13015"	20	514617	3.8864	0.0226%
	"Ben Hill County, GA"	"13017"	10	86621	Unreliable	0.0113%
	"Berrien County, GA"	"13019"	Suppressed	94890	Suppressed	Suppressed
	"Bibb County, GA"	"13021"	100	767969	13.0214	0.1128%
	"Bleckley County, GA"	"13023"	Suppressed	63609	Suppressed	Suppressed
	"Brantley County, GA"	"13025"	Suppressed	92250	Suppressed	Suppressed
	"Brooks County, GA"	"13027"	Suppressed	77866	Suppressed	Suppressed
	"Bryan County, GA"	"13029"	Suppressed	175490	Suppressed	Suppressed
	"Bulloch County, GA"	"13031"	14	366823	Unreliable	0.0158%
	"Burke County, GA"	"13033"	12	113587	Unreliable	0.0135%
	"Butts County, GA"	"13035"	Suppressed	118198	Suppressed	Suppressed
	"Calhoun County, GA"	"13037"	Suppressed	32244	Suppressed	Suppressed
	"Camden County, GA"	"13039"	Suppressed	261657	Suppressed	Suppressed
	"Candler County, GA"	"13043"	Suppressed	54418	Suppressed	Suppressed
	"Carroll County, GA"	"13045"	24	575066	4.1734	0.0271%
	"Catoosa County, GA"	"13047"	Suppressed	329930	Suppressed	Suppressed
	"Charlton County, GA"	"13049"	Suppressed	64329	Suppressed	Suppressed
	"Chatham County, GA"	"13051"	211	1428352	14.7723	0.2380%
	"Chattahoochee County, GA"	"13053"	Suppressed	57312	Suppressed	Suppressed
	"Chattooga County, GA"	"13055"	Suppressed	124593	Suppressed	Suppressed
	"Cherokee County, GA"	"13057"	29	1181253	2.4550	0.0327%
	"Clarke County, GA"	"13059"	18	617886	Unreliable	0.0203%
	"Clay County, GA"	"13061"	Suppressed	15270	Suppressed	Suppressed
	"Clayton County, GA"	"13063"	195	1370332	14.2301	0.2199%
	"Clinch County, GA"	"13065"	Suppressed	34075	Suppressed	Suppressed
	"Cobb County, GA"	"13067"	158	3693409	4.2779	0.1782%
	"Coffee County, GA"	"13069"	18	215165	Unreliable	0.0203%
	"Colquitt County, GA"	"13071"	29	229764	12.6216	0.0327%
	"Columbia County, GA"	"13073"	17	717754	Unreliable	0.0192%
	"Cook County, GA"	"13075"	Suppressed	85848	Suppressed	Suppressed
	"Coweta County, GA"	"13077"	24	690818	3.4741	0.0271%
	"Crawford County, GA"	"13079"	Suppressed	61896	Suppressed	Suppressed
	"Crisp County, GA"	"13081"	12	114608	Unreliable	0.0135%
	"Dade County, GA"	"13083"	Suppressed	81702	Suppressed	Suppressed
	"Dawson County, GA"	"13085"	Suppressed	116938	Suppressed	Suppressed
	"Decatur County, GA"	"13087"	Suppressed	135291	Suppressed	Suppressed
	"DeKalb County, GA"	"13089"	434	3663946	11.8452	0.4895%
	"Dodge County, GA"	"13091"	Suppressed	104372	Suppressed	Suppressed
	"Dooly County, GA"	"13093"	Suppressed	70027	Suppressed	Suppressed
	"Dougherty County, GA"	"13095"	65	456227	14.2473	0.0733%
	"Douglas County, GA"	"13097"	37	701994	5.2707	0.0417%
	"Early County, GA"	"13099"	Suppressed	52243	Suppressed	Suppressed
	"Echols County, GA"	"13101"	Suppressed	19998	Suppressed	Suppressed
	"Effingham County, GA"	"13103"	Suppressed	285679	Suppressed	Suppressed
	"Elbert County, GA"	"13105"	Suppressed	96653	Suppressed	Suppressed
	"Emanuel County, GA"	"13107"	12	113495	Unreliable	0.0135%
	"Evans County, GA"	"13109"	Suppressed	53963	Suppressed	Suppressed
	"Fannin County, GA"	"13111"	Suppressed	122038	Suppressed	Suppressed
	"Fayette County, GA"	"13113"	19	552919	Unreliable	0.0214%
	"Floyd County, GA"	"13115"	29	482561	6.0096	0.0327%
	"Forsyth County, GA"	"13117"	15	1061121	Unreliable	0.0169%
	"Franklin County, GA"	"13119"	Suppressed	111724	Suppressed	Suppressed
	"Fulton County, GA"	"13121"	616	5055933	12.1837	0.6948%
	"Gilmer County, GA"	"13123"	Suppressed	147215	Suppressed	Suppressed
	"Glascock County, GA"	"13125"	Suppressed	15288	Suppressed	Suppressed
	"Glynn County, GA"	"13127"	35	417046	8.3924	0.0395%
	"Gordon County, GA"	"13129"	Suppressed	282371	Suppressed	Suppressed
	"Grady County, GA"	"13131"	11	125469	Unreliable	0.0124%
	"Greene County, GA"	"13133"	Suppressed	83805	Suppressed	Suppressed
	"Gwinnett County, GA"	"13135"	188	4460444	4.2148	0.2121%
	"Habersham County, GA"	"13137"	Suppressed	219861	Suppressed	Suppressed
	"Hall County, GA"	"13139"	40	968013	4.1322	0.0451%
	"Hancock County, GA"	"13141"	Suppressed	43140	Suppressed	Suppressed
	"Haralson County, GA"	"13143"	Suppressed	144288	Suppressed	Suppressed
	"Harris County, GA"	"13145"	Suppressed	166487	Suppressed	Suppressed
	"Hart County, GA"	"13147"	Suppressed	127704	Suppressed	Suppressed
	"Heard County, GA"	"13149"	Suppressed	57917	Suppressed	Suppressed
	"Henry County, GA"	"13151"	65	1090317	5.9616	0.0733%
	"Houston County, GA"	"13153"	39	752403	5.1834	0.0440%
	"Irwin County, GA"	"13155"	Suppressed	46608	Suppressed	Suppressed
	"Jackson County, GA"	"13157"	Suppressed	318408	Suppressed	Suppressed
	"Jasper County, GA"	"13159"	Suppressed	68286	Suppressed	Suppressed
	"Jeff Davis County, GA"	"13161"	Suppressed	74685	Suppressed	Suppressed
	"Jefferson County, GA"	"13163"	Suppressed	80262	Suppressed	Suppressed
	"Jenkins County, GA"	"13165"	Suppressed	44967	Suppressed	Suppressed
	"Johnson County, GA"	"13167"	Suppressed	48417	Suppressed	Suppressed
	"Jones County, GA"	"13169"	Suppressed	142943	Suppressed	Suppressed
	"Lamar County, GA"	"13171"	Suppressed	91435	Suppressed	Suppressed
	"Lanier County, GA"	"13173"	Suppressed	51917	Suppressed	Suppressed
	"Laurens County, GA"	"13175"	25	238427	10.4854	0.0282%
	"Lee County, GA"	"13177"	Suppressed	146271	Suppressed	Suppressed
	"Liberty County, GA"	"13179"	30	315756	9.5010	0.0338%
	"Lincoln County, GA"	"13181"	Suppressed	38754	Suppressed	Suppressed
	"Long County, GA"	"13183"	Suppressed	88919	Suppressed	Suppressed
	"Lowndes County, GA"	"13185"	40	569421	7.0247	0.0451%
	"Lumpkin County, GA"	"13187"	Suppressed	157820	Suppressed	Suppressed
	"McDuffie County, GA"	"13189"	13	107463	Unreliable	0.0147%
	"McIntosh County, GA"	"13191"	Suppressed	70223	Suppressed	Suppressed
	"Macon County, GA"	"13193"	Suppressed	68197	Suppressed	Suppressed
	"Madison County, GA"	"13195"	Suppressed	142936	Suppressed	Suppressed
	"Marion County, GA"	"13197"	Suppressed	43172	Suppressed	Suppressed
	"Meriwether County, GA"	"13199"	10	105743	Unreliable	0.0113%
	"Miller County, GA"	"13201"	Suppressed	29508	Suppressed	Suppressed
	"Mitchell County, GA"	"13205"	10	113141	Unreliable	0.0113%
	"Monroe County, GA"	"13207"	Suppressed	135557	Suppressed	Suppressed
	"Montgomery County, GA"	"13209"	Suppressed	45054	Suppressed	Suppressed
	"Morgan County, GA"	"13211"	Suppressed	90365	Suppressed	Suppressed
	"Murray County, GA"	"13213"	Suppressed	197339	Suppressed	Suppressed
	"Muscogee County, GA"	"13215"	127	995833	12.7531	0.1432%
	"Newton County, GA"	"13217"	55	526671	10.4430	0.0620%
	"Oconee County, GA"	"13219"	Suppressed	179959	Suppressed	Suppressed
	"Oglethorpe County, GA"	"13221"	Suppressed	73890	Suppressed	Suppressed
	"Paulding County, GA"	"13223"	34	763445	4.4535	0.0383%
	"Peach County, GA"	"13225"	Suppressed	134410	Suppressed	Suppressed
	"Pickens County, GA"	"13227"	Suppressed	152310	Suppressed	Suppressed
	"Pierce County, GA"	"13229"	Suppressed	95510	Suppressed	Suppressed
	"Pike County, GA"	"13231"	Suppressed	89679	Suppressed	Suppressed
	"Polk County, GA"	"13233"	10	207701	Unreliable	0.0113%
	"Pulaski County, GA"	"13235"	Suppressed	56873	Suppressed	Suppressed
	"Putnam County, GA"	"13237"	Suppressed	107123	Suppressed	Suppressed
	"Quitman County, GA"	"13239"	Suppressed	11677	Suppressed	Suppressed
	"Rabun County, GA"	"13241"	Suppressed	81920	Suppressed	Suppressed
	"Randolph County, GA"	"13243"	Suppressed	35955	Suppressed	Suppressed
	"Richmond County, GA"	"13245"	128	1008611	12.6907	0.1444%
	"Rockdale County, GA"	"13247"	30	443196	6.7690	0.0338%
	"Schley County, GA"	"13249"	Suppressed	25731	Suppressed	Suppressed
	"Screven County, GA"	"13251"	Suppressed	70484	Suppressed	Suppressed
	"Seminole County, GA"	"13253"	Suppressed	43038	Suppressed	Suppressed
	"Spalding County, GA"	"13255"	23	322054	7.1417	0.0259%
	"Stephens County, GA"	"13257"	Suppressed	128390	Suppressed	Suppressed
	"Stewart County, GA"	"13259"	Suppressed	29153	Suppressed	Suppressed
	"Sumter County, GA"	"13261"	19	153611	Unreliable	0.0214%
	"Talbot County, GA"	"13263"	Suppressed	31603	Suppressed	Suppressed
	"Taliaferro County, GA"	"13265"	Suppressed	8256	Suppressed	Suppressed
	"Tattnall County, GA"	"13267"	Suppressed	126405	Suppressed	Suppressed
	"Taylor County, GA"	"13269"	Suppressed	41610	Suppressed	Suppressed
	"Telfair County, GA"	"13271"	Suppressed	81463	Suppressed	Suppressed
	"Terrell County, GA"	"13273"	Suppressed	44963	Suppressed	Suppressed
	"Thomas County, GA"	"13275"	Suppressed	224918	Suppressed	Suppressed
	"Tift County, GA"	"13277"	16	203180	Unreliable	0.0180%
	"Toombs County, GA"	"13279"	11	135991	Unreliable	0.0124%
	"Towns County, GA"	"13281"	Suppressed	55948	Suppressed	Suppressed
	"Treutlen County, GA"	"13283"	Suppressed	33652	Suppressed	Suppressed
	"Troup County, GA"	"13285"	31	348076	8.9061	0.0350%
	"Turner County, GA"	"13287"	Suppressed	40492	Suppressed	Suppressed
	"Twiggs County, GA"	"13289"	Suppressed	41536	Suppressed	Suppressed
	"Union County, GA"	"13291"	Suppressed	112204	Suppressed	Suppressed
	"Upson County, GA"	"13293"	Suppressed	131660	Suppressed	Suppressed
	"Walker County, GA"	"13295"	20	341317	5.8597	0.0226%
	"Walton County, GA"	"13297"	16	443552	Unreliable	0.0180%
	"Ware County, GA"	"13299"	18	178203	Unreliable	0.0203%
	"Warren County, GA"	"13301"	Suppressed	27283	Suppressed	Suppressed
	"Washington County, GA"	"13303"	Suppressed	102897	Suppressed	Suppressed
	"Wayne County, GA"	"13305"	Suppressed	149481	Suppressed	Suppressed
	"Webster County, GA"	"13307"	Suppressed	13220	Suppressed	Suppressed
	"Wheeler County, GA"	"13309"	Suppressed	39737	Suppressed	Suppressed
	"White County, GA"	"13311"	Suppressed	142423	Suppressed	Suppressed
	"Whitfield County, GA"	"13313"	11	519950	Unreliable	0.0124%
	"Wilcox County, GA"	"13315"	Suppressed	44225	Suppressed	Suppressed
	"Wilkes County, GA"	"13317"	Suppressed	49514	Suppressed	Suppressed
	"Wilkinson County, GA"	"13319"	Suppressed	45976	Suppressed	Suppressed
	"Worth County, GA"	"13321"	Suppressed	104211	Suppressed	Suppressed
	"Hawaii County, HI"	"15001"	36	980269	3.6725	0.0406%
	"Honolulu County, HI"	"15003"	113	4955186	2.2804	0.1275%
	"Kalawao County, HI"	"15005"	Suppressed	444	Suppressed	Suppressed
	"Kauai County, HI"	"15007"	Suppressed	355910	Suppressed	Suppressed
	"Maui County, HI"	"15009"	13	819504	Unreliable	0.0147%
	"Ada County, ID"	"16001"	30	2177788	1.3775	0.0338%
	"Adams County, ID"	"16003"	Suppressed	19579	Suppressed	Suppressed
	"Bannock County, ID"	"16005"	11	419986	Unreliable	0.0124%
	"Bear Lake County, ID"	"16007"	Suppressed	29795	Suppressed	Suppressed
	"Benewah County, ID"	"16009"	Suppressed	45490	Suppressed	Suppressed
	"Bingham County, ID"	"16011"	Suppressed	226677	Suppressed	Suppressed
	"Blaine County, ID"	"16013"	Suppressed	108218	Suppressed	Suppressed
	"Boise County, ID"	"16015"	Suppressed	35091	Suppressed	Suppressed
	"Bonner County, ID"	"16017"	Suppressed	210239	Suppressed	Suppressed
	"Bonneville County, ID"	"16019"	Suppressed	553056	Suppressed	Suppressed
	"Boundary County, ID"	"16021"	Suppressed	56753	Suppressed	Suppressed
	"Butte County, ID"	"16023"	Suppressed	12868	Suppressed	Suppressed
	"Camas County, ID"	"16025"	Suppressed	5321	Suppressed	Suppressed
	"Canyon County, ID"	"16027"	28	1037889	2.6978	0.0316%
	"Caribou County, ID"	"16029"	Suppressed	34336	Suppressed	Suppressed
	"Cassia County, ID"	"16031"	Suppressed	117545	Suppressed	Suppressed
	"Clark County, ID"	"16033"	Suppressed	4347	Suppressed	Suppressed
	"Clearwater County, ID"	"16035"	Suppressed	42678	Suppressed	Suppressed
	"Custer County, ID"	"16037"	Suppressed	20744	Suppressed	Suppressed
	"Elmore County, ID"	"16039"	Suppressed	130981	Suppressed	Suppressed
	"Franklin County, ID"	"16041"	Suppressed	65919	Suppressed	Suppressed
	"Fremont County, ID"	"16043"	Suppressed	64650	Suppressed	Suppressed
	"Gem County, ID"	"16045"	Suppressed	84967	Suppressed	Suppressed
	"Gooding County, ID"	"16047"	Suppressed	75737	Suppressed	Suppressed
	"Idaho County, ID"	"16049"	Suppressed	81128	Suppressed	Suppressed
	"Jefferson County, ID"	"16051"	Suppressed	137377	Suppressed	Suppressed
	"Jerome County, ID"	"16053"	Suppressed	114767	Suppressed	Suppressed
	"Kootenai County, ID"	"16055"	16	753885	Unreliable	0.0180%
	"Latah County, ID"	"16057"	Suppressed	193796	Suppressed	Suppressed
	"Lemhi County, ID"	"16059"	Suppressed	38771	Suppressed	Suppressed
	"Lewis County, ID"	"16061"	Suppressed	19269	Suppressed	Suppressed
	"Lincoln County, ID"	"16063"	Suppressed	26517	Suppressed	Suppressed
	"Madison County, ID"	"16065"	Suppressed	191950	Suppressed	Suppressed
	"Minidoka County, ID"	"16067"	Suppressed	102421	Suppressed	Suppressed
	"Nez Perce County, ID"	"16069"	Suppressed	200724	Suppressed	Suppressed
	"Oneida County, ID"	"16071"	Suppressed	21510	Suppressed	Suppressed
	"Owyhee County, ID"	"16073"	Suppressed	57152	Suppressed	Suppressed
	"Payette County, ID"	"16075"	Suppressed	114583	Suppressed	Suppressed
	"Power County, ID"	"16077"	Suppressed	38238	Suppressed	Suppressed
	"Shoshone County, ID"	"16079"	Suppressed	62506	Suppressed	Suppressed
	"Teton County, ID"	"16081"	Suppressed	53521	Suppressed	Suppressed
	"Twin Falls County, ID"	"16083"	15	411884	Unreliable	0.0169%
	"Valley County, ID"	"16085"	Suppressed	50718	Suppressed	Suppressed
	"Washington County, ID"	"16087"	Suppressed	50242	Suppressed	Suppressed
	"Adams County, IL"	"17001"	12	333943	Unreliable	0.0135%
	"Alexander County, IL"	"17003"	Suppressed	34694	Suppressed	Suppressed
	"Bond County, IL"	"17005"	Suppressed	85461	Suppressed	Suppressed
	"Boone County, IL"	"17007"	Suppressed	268427	Suppressed	Suppressed
	"Brown County, IL"	"17009"	Suppressed	33999	Suppressed	Suppressed
	"Bureau County, IL"	"17011"	Suppressed	168085	Suppressed	Suppressed
	"Calhoun County, IL"	"17013"	Suppressed	24641	Suppressed	Suppressed
	"Carroll County, IL"	"17015"	Suppressed	73298	Suppressed	Suppressed
	"Cass County, IL"	"17017"	Suppressed	64508	Suppressed	Suppressed
	"Champaign County, IL"	"17019"	38	1038709	3.6584	0.0429%
	"Christian County, IL"	"17021"	Suppressed	168243	Suppressed	Suppressed
	"Clark County, IL"	"17023"	Suppressed	80046	Suppressed	Suppressed
	"Clay County, IL"	"17025"	Suppressed	67083	Suppressed	Suppressed
	"Clinton County, IL"	"17027"	Suppressed	188893	Suppressed	Suppressed
	"Coles County, IL"	"17029"	Suppressed	263860	Suppressed	Suppressed
	"Cook County, IL"	"17031"	3394	26140134	12.9839	3.8282%
	"Crawford County, IL"	"17033"	Suppressed	96581	Suppressed	Suppressed
	"Cumberland County, IL"	"17035"	Suppressed	54436	Suppressed	Suppressed
	"DeKalb County, IL"	"17037"	10	523816	Unreliable	0.0113%
	"De Witt County, IL"	"17039"	Suppressed	81119	Suppressed	Suppressed
	"Douglas County, IL"	"17041"	Suppressed	98977	Suppressed	Suppressed
	"DuPage County, IL"	"17043"	63	4658066	1.3525	0.0711%
	"Edgar County, IL"	"17045"	Suppressed	88359	Suppressed	Suppressed
	"Edwards County, IL"	"17047"	Suppressed	32832	Suppressed	Suppressed
	"Effingham County, IL"	"17049"	12	171516	Unreliable	0.0135%
	"Fayette County, IL"	"17051"	Suppressed	109546	Suppressed	Suppressed
	"Ford County, IL"	"17053"	Suppressed	68111	Suppressed	Suppressed
	"Franklin County, IL"	"17055"	Suppressed	196295	Suppressed	Suppressed
	"Fulton County, IL"	"17057"	Suppressed	178698	Suppressed	Suppressed
	"Gallatin County, IL"	"17059"	Suppressed	26263	Suppressed	Suppressed
	"Greene County, IL"	"17061"	Suppressed	66571	Suppressed	Suppressed
	"Grundy County, IL"	"17063"	Suppressed	252217	Suppressed	Suppressed
	"Hamilton County, IL"	"17065"	Suppressed	41119	Suppressed	Suppressed
	"Hancock County, IL"	"17067"	Suppressed	92253	Suppressed	Suppressed
	"Hardin County, IL"	"17069"	Suppressed	20515	Suppressed	Suppressed
	"Henderson County, IL"	"17071"	Suppressed	34565	Suppressed	Suppressed
	"Henry County, IL"	"17073"	Suppressed	247592	Suppressed	Suppressed
	"Iroquois County, IL"	"17075"	Suppressed	142743	Suppressed	Suppressed
	"Jackson County, IL"	"17077"	Suppressed	296007	Suppressed	Suppressed
	"Jasper County, IL"	"17079"	Suppressed	47936	Suppressed	Suppressed
	"Jefferson County, IL"	"17081"	Suppressed	192170	Suppressed	Suppressed
	"Jersey County, IL"	"17083"	Suppressed	111550	Suppressed	Suppressed
	"Jo Daviess County, IL"	"17085"	Suppressed	110111	Suppressed	Suppressed
	"Johnson County, IL"	"17087"	Suppressed	63842	Suppressed	Suppressed
	"Kane County, IL"	"17089"	70	2648178	2.6433	0.0790%
	"Kankakee County, IL"	"17091"	45	553987	8.1229	0.0508%
	"Kendall County, IL"	"17093"	15	614966	Unreliable	0.0169%
	"Knox County, IL"	"17095"	Suppressed	257164	Suppressed	Suppressed
	"Lake County, IL"	"17097"	103	3518682	2.9272	0.1162%
	"LaSalle County, IL"	"17099"	Suppressed	555466	Suppressed	Suppressed
	"Lawrence County, IL"	"17101"	Suppressed	82113	Suppressed	Suppressed
	"Lee County, IL"	"17103"	Suppressed	172834	Suppressed	Suppressed
	"Livingston County, IL"	"17105"	Suppressed	185804	Suppressed	Suppressed
	"Logan County, IL"	"17107"	Suppressed	147976	Suppressed	Suppressed
	"McDonough County, IL"	"17109"	Suppressed	157496	Suppressed	Suppressed
	"McHenry County, IL"	"17111"	19	1538161	Unreliable	0.0214%
	"McLean County, IL"	"17113"	16	866582	Unreliable	0.0180%
	"Macon County, IL"	"17115"	28	537282	5.2114	0.0316%
	"Macoupin County, IL"	"17117"	Suppressed	230732	Suppressed	Suppressed
	"Madison County, IL"	"17119"	47	1331181	3.5307	0.0530%
	"Marion County, IL"	"17121"	Suppressed	191574	Suppressed	Suppressed
	"Marshall County, IL"	"17123"	Suppressed	59818	Suppressed	Suppressed
	"Mason County, IL"	"17125"	Suppressed	69069	Suppressed	Suppressed
	"Massac County, IL"	"17127"	Suppressed	73746	Suppressed	Suppressed
	"Menard County, IL"	"17129"	Suppressed	62382	Suppressed	Suppressed
	"Mercer County, IL"	"17131"	Suppressed	79329	Suppressed	Suppressed
	"Monroe County, IL"	"17133"	Suppressed	169259	Suppressed	Suppressed
	"Montgomery County, IL"	"17135"	Suppressed	145653	Suppressed	Suppressed
	"Morgan County, IL"	"17137"	Suppressed	172899	Suppressed	Suppressed
	"Moultrie County, IL"	"17139"	Suppressed	74159	Suppressed	Suppressed
	"Ogle County, IL"	"17141"	Suppressed	258465	Suppressed	Suppressed
	"Peoria County, IL"	"17143"	74	929986	7.9571	0.0835%
	"Perry County, IL"	"17145"	Suppressed	107744	Suppressed	Suppressed
	"Piatt County, IL"	"17147"	Suppressed	82256	Suppressed	Suppressed
	"Pike County, IL"	"17149"	Suppressed	79932	Suppressed	Suppressed
	"Pope County, IL"	"17151"	Suppressed	21296	Suppressed	Suppressed
	"Pulaski County, IL"	"17153"	Suppressed	28529	Suppressed	Suppressed
	"Putnam County, IL"	"17155"	Suppressed	28597	Suppressed	Suppressed
	"Randolph County, IL"	"17157"	Suppressed	163655	Suppressed	Suppressed
	"Richland County, IL"	"17159"	Suppressed	80103	Suppressed	Suppressed
	"Rock Island County, IL"	"17161"	45	729046	6.1725	0.0508%
	"St. Clair County, IL"	"17163"	191	1321974	14.4481	0.2154%
	"Saline County, IL"	"17165"	Suppressed	122508	Suppressed	Suppressed
	"Sangamon County, IL"	"17167"	48	990805	4.8445	0.0541%
	"Schuyler County, IL"	"17169"	Suppressed	35764	Suppressed	Suppressed
	"Scott County, IL"	"17171"	Suppressed	25573	Suppressed	Suppressed
	"Shelby County, IL"	"17173"	Suppressed	109378	Suppressed	Suppressed
	"Stark County, IL"	"17175"	Suppressed	28718	Suppressed	Suppressed
	"Stephenson County, IL"	"17177"	Suppressed	229602	Suppressed	Suppressed
