"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Pike County, AR"	"05109"	Suppressed	10726	Suppressed
	"Poinsett County, AR"	"05111"	Suppressed	24154	Suppressed
	"Polk County, AR"	"05113"	Suppressed	20118	Suppressed
	"Pope County, AR"	"05115"	Suppressed	63835	Suppressed
	"Prairie County, AR"	"05117"	Suppressed	8248	Suppressed
	"Pulaski County, AR"	"05119"	71	393956	18.0223
	"Randolph County, AR"	"05121"	Suppressed	17557	Suppressed
	"St. Francis County, AR"	"05123"	Suppressed	25930	Suppressed
	"Saline County, AR"	"05125"	Suppressed	119323	Suppressed
	"Scott County, AR"	"05127"	Suppressed	10445	Suppressed
	"Searcy County, AR"	"05129"	Suppressed	7938	Suppressed
	"Sebastian County, AR"	"05131"	11	128107	Unreliable
	"Sevier County, AR"	"05133"	Suppressed	17115	Suppressed
	"Sharp County, AR"	"05135"	Suppressed	17393	Suppressed
	"Stone County, AR"	"05137"	Suppressed	12537	Suppressed
	"Union County, AR"	"05139"	Suppressed	39449	Suppressed
	"Van Buren County, AR"	"05141"	Suppressed	16506	Suppressed
	"Washington County, AR"	"05143"	Suppressed	231996	Suppressed
	"White County, AR"	"05145"	Suppressed	79016	Suppressed
	"Woodruff County, AR"	"05147"	Suppressed	6571	Suppressed
	"Yell County, AR"	"05149"	Suppressed	21523	Suppressed
	"Alameda County, CA"	"06001"	93	1663190	5.5917
	"Alpine County, CA"	"06003"	Suppressed	1120	Suppressed
	"Amador County, CA"	"06005"	Suppressed	38626	Suppressed
	"Butte County, CA"	"06007"	Suppressed	229294	Suppressed
	"Calaveras County, CA"	"06009"	Suppressed	45670	Suppressed
	"Colusa County, CA"	"06011"	Suppressed	21805	Suppressed
	"Contra Costa County, CA"	"06013"	62	1147439	5.4033
	"Del Norte County, CA"	"06015"	Suppressed	27470	Suppressed
	"El Dorado County, CA"	"06017"	Suppressed	188987	Suppressed
	"Fresno County, CA"	"06019"	86	989255	8.6934
	"Glenn County, CA"	"06021"	Suppressed	28094	Suppressed
	"Humboldt County, CA"	"06023"	Suppressed	136754	Suppressed
	"Imperial County, CA"	"06025"	10	182830	Unreliable
	"Inyo County, CA"	"06027"	Suppressed	18026	Suppressed
	"Kern County, CA"	"06029"	98	893119	10.9728
	"Kings County, CA"	"06031"	10	150101	Unreliable
	"Lake County, CA"	"06033"	Suppressed	64246	Suppressed
	"Lassen County, CA"	"06035"	Suppressed	31163	Suppressed
	"Los Angeles County, CA"	"06037"	620	10163507	6.1003
	"Madera County, CA"	"06039"	Suppressed	156890	Suppressed
	"Marin County, CA"	"06041"	Suppressed	260955	Suppressed
	"Mariposa County, CA"	"06043"	Suppressed	17569	Suppressed
	"Mendocino County, CA"	"06045"	Suppressed	88018	Suppressed
	"Merced County, CA"	"06047"	17	272673	Unreliable
	"Modoc County, CA"	"06049"	Suppressed	8859	Suppressed
	"Mono County, CA"	"06051"	Suppressed	14168	Suppressed
	"Monterey County, CA"	"06053"	45	437907	10.2762
	"Napa County, CA"	"06055"	Suppressed	140973	Suppressed
	"Nevada County, CA"	"06057"	Suppressed	99814	Suppressed
	"Orange County, CA"	"06059"	79	3190400	2.4762
	"Placer County, CA"	"06061"	Suppressed	386166	Suppressed
	"Plumas County, CA"	"06063"	Suppressed	18742	Suppressed
	"Riverside County, CA"	"06065"	104	2423266	4.2917
	"Sacramento County, CA"	"06067"	92	1530615	6.0107
	"San Benito County, CA"	"06069"	Suppressed	60310	Suppressed
	"San Bernardino County, CA"	"06071"	150	2157404	6.9528
	"San Diego County, CA"	"06073"	85	3337685	2.5467
	"San Francisco County, CA"	"06075"	47	884363	5.3146
	"San Joaquin County, CA"	"06077"	73	745424	9.7931
	"San Luis Obispo County, CA"	"06079"	Suppressed	283405	Suppressed
	"San Mateo County, CA"	"06081"	13	771410	Unreliable
	"Santa Barbara County, CA"	"06083"	12	448150	Unreliable
	"Santa Clara County, CA"	"06085"	48	1938153	2.4766
	"Santa Cruz County, CA"	"06087"	Suppressed	275897	Suppressed
	"Shasta County, CA"	"06089"	Suppressed	179921	Suppressed
	"Sierra County, CA"	"06091"	Suppressed	2999	Suppressed
	"Siskiyou County, CA"	"06093"	Suppressed	43853	Suppressed
	"Solano County, CA"	"06095"	41	445458	9.2040
	"Sonoma County, CA"	"06097"	11	504217	Unreliable
	"Stanislaus County, CA"	"06099"	26	547899	4.7454
	"Sutter County, CA"	"06101"	Suppressed	96648	Suppressed
	"Tehama County, CA"	"06103"	Suppressed	63926	Suppressed
	"Trinity County, CA"	"06105"	Suppressed	12709	Suppressed
	"Tulare County, CA"	"06107"	38	464493	8.1810
	"Tuolumne County, CA"	"06109"	Suppressed	54248	Suppressed
	"Ventura County, CA"	"06111"	28	854223	3.2778
	"Yolo County, CA"	"06113"	10	219116	Unreliable
	"Yuba County, CA"	"06115"	Suppressed	77031	Suppressed
	"Adams County, CO"	"08001"	29	503167	5.7635
	"Alamosa County, CO"	"08003"	Suppressed	16551	Suppressed
	"Arapahoe County, CO"	"08005"	36	643052	5.5983
	"Archuleta County, CO"	"08007"	Suppressed	13315	Suppressed
	"Baca County, CO"	"08009"	Suppressed	3562	Suppressed
	"Bent County, CO"	"08011"	Suppressed	5938	Suppressed
	"Boulder County, CO"	"08013"	Suppressed	322514	Suppressed
	"Broomfield County, CO"	"08014"	Suppressed	68341	Suppressed
	"Chaffee County, CO"	"08015"	Suppressed	19638	Suppressed
	"Cheyenne County, CO"	"08017"	Suppressed	1845	Suppressed
	"Clear Creek County, CO"	"08019"	Suppressed	9574	Suppressed
	"Conejos County, CO"	"08021"	Suppressed	8184	Suppressed
	"Costilla County, CO"	"08023"	Suppressed	3776	Suppressed
	"Crowley County, CO"	"08025"	Suppressed	5810	Suppressed
	"Custer County, CO"	"08027"	Suppressed	4874	Suppressed
	"Delta County, CO"	"08029"	Suppressed	30568	Suppressed
	"Denver County, CO"	"08031"	48	704621	6.8122
	"Dolores County, CO"	"08033"	Suppressed	2067	Suppressed
	"Douglas County, CO"	"08035"	Suppressed	335299	Suppressed
	"Eagle County, CO"	"08037"	Suppressed	54772	Suppressed
	"Elbert County, CO"	"08039"	Suppressed	25642	Suppressed
	"El Paso County, CO"	"08041"	46	699232	6.5786
	"Fremont County, CO"	"08043"	Suppressed	47559	Suppressed
	"Garfield County, CO"	"08045"	Suppressed	59118	Suppressed
	"Gilpin County, CO"	"08047"	Suppressed	6013	Suppressed
	"Grand County, CO"	"08049"	Suppressed	15321	Suppressed
	"Gunnison County, CO"	"08051"	Suppressed	16939	Suppressed
	"Hinsdale County, CO"	"08053"	Suppressed	794	Suppressed
	"Huerfano County, CO"	"08055"	Suppressed	6662	Suppressed
	"Jackson County, CO"	"08057"	Suppressed	1385	Suppressed
	"Jefferson County, CO"	"08059"	18	574613	Unreliable
	"Kiowa County, CO"	"08061"	Suppressed	1376	Suppressed
	"Kit Carson County, CO"	"08063"	Suppressed	7158	Suppressed
	"Lake County, CO"	"08065"	Suppressed	7778	Suppressed
	"La Plata County, CO"	"08067"	Suppressed	55589	Suppressed
	"Larimer County, CO"	"08069"	Suppressed	343976	Suppressed
	"Las Animas County, CO"	"08071"	Suppressed	14238	Suppressed
	"Lincoln County, CO"	"08073"	Suppressed	5546	Suppressed
	"Logan County, CO"	"08075"	Suppressed	21896	Suppressed
	"Mesa County, CO"	"08077"	Suppressed	151616	Suppressed
	"Mineral County, CO"	"08079"	Suppressed	766	Suppressed
	"Moffat County, CO"	"08081"	Suppressed	13131	Suppressed
	"Montezuma County, CO"	"08083"	Suppressed	26140	Suppressed
	"Montrose County, CO"	"08085"	Suppressed	41784	Suppressed
	"Morgan County, CO"	"08087"	Suppressed	28192	Suppressed
	"Otero County, CO"	"08089"	Suppressed	18326	Suppressed
	"Ouray County, CO"	"08091"	Suppressed	4794	Suppressed
	"Park County, CO"	"08093"	Suppressed	17905	Suppressed
	"Phillips County, CO"	"08095"	Suppressed	4292	Suppressed
	"Pitkin County, CO"	"08097"	Suppressed	17890	Suppressed
	"Prowers County, CO"	"08099"	Suppressed	12070	Suppressed
	"Pueblo County, CO"	"08101"	13	166475	Unreliable
	"Rio Blanco County, CO"	"08103"	Suppressed	6420	Suppressed
	"Rio Grande County, CO"	"08105"	Suppressed	11301	Suppressed
	"Routt County, CO"	"08107"	Suppressed	25220	Suppressed
	"Saguache County, CO"	"08109"	Suppressed	6626	Suppressed
	"San Juan County, CO"	"08111"	Suppressed	715	Suppressed
	"San Miguel County, CO"	"08113"	Suppressed	7967	Suppressed
	"Sedgwick County, CO"	"08115"	Suppressed	2344	Suppressed
	"Summit County, CO"	"08117"	Suppressed	30585	Suppressed
	"Teller County, CO"	"08119"	Suppressed	24646	Suppressed
	"Washington County, CO"	"08121"	Suppressed	4938	Suppressed
	"Weld County, CO"	"08123"	Suppressed	304633	Suppressed
	"Yuma County, CO"	"08125"	Suppressed	10075	Suppressed
	"Fairfield County, CT"	"09001"	27	949921	2.8423
	"Hartford County, CT"	"09003"	42	895388	4.6907
	"Litchfield County, CT"	"09005"	Suppressed	182177	Suppressed
	"Middlesex County, CT"	"09007"	Suppressed	163410	Suppressed
	"New Haven County, CT"	"09009"	27	860435	3.1379
	"New London County, CT"	"09011"	Suppressed	269033	Suppressed
	"Tolland County, CT"	"09013"	Suppressed	151461	Suppressed
	"Windham County, CT"	"09015"	Suppressed	116359	Suppressed
	"Kent County, DE"	"10001"	11	176824	Unreliable
	"New Castle County, DE"	"10003"	47	559793	8.3960
	"Sussex County, DE"	"10005"	Suppressed	225322	Suppressed
	"District of Columbia, DC"	"11001"	117	693972	16.8595
	"Alachua County, FL"	"12001"	12	266944	Unreliable
	"Baker County, FL"	"12003"	Suppressed	28283	Suppressed
	"Bay County, FL"	"12005"	14	183563	Unreliable
	"Bradford County, FL"	"12007"	Suppressed	27038	Suppressed
	"Brevard County, FL"	"12009"	32	589162	5.4314
	"Broward County, FL"	"12011"	108	1935878	5.5789
	"Calhoun County, FL"	"12013"	Suppressed	14483	Suppressed
	"Charlotte County, FL"	"12015"	Suppressed	182033	Suppressed
	"Citrus County, FL"	"12017"	Suppressed	145647	Suppressed
	"Clay County, FL"	"12019"	Suppressed	212230	Suppressed
	"Collier County, FL"	"12021"	Suppressed	372880	Suppressed
	"Columbia County, FL"	"12023"	Suppressed	69612	Suppressed
	"DeSoto County, FL"	"12027"	Suppressed	36862	Suppressed
	"Dixie County, FL"	"12029"	Suppressed	16673	Suppressed
	"Duval County, FL"	"12031"	142	937934	15.1397
	"Escambia County, FL"	"12033"	27	313512	8.6121
	"Flagler County, FL"	"12035"	Suppressed	110510	Suppressed
	"Franklin County, FL"	"12037"	Suppressed	11727	Suppressed
	"Gadsden County, FL"	"12039"	Suppressed	46071	Suppressed
	"Gilchrist County, FL"	"12041"	Suppressed	17743	Suppressed
	"Glades County, FL"	"12043"	Suppressed	13754	Suppressed
	"Gulf County, FL"	"12045"	Suppressed	16160	Suppressed
	"Hamilton County, FL"	"12047"	Suppressed	14184	Suppressed
	"Hardee County, FL"	"12049"	Suppressed	27411	Suppressed
	"Hendry County, FL"	"12051"	Suppressed	40347	Suppressed
	"Hernando County, FL"	"12053"	11	186553	Unreliable
	"Highlands County, FL"	"12055"	Suppressed	102883	Suppressed
	"Hillsborough County, FL"	"12057"	80	1408566	5.6795
	"Holmes County, FL"	"12059"	Suppressed	19558	Suppressed
	"Indian River County, FL"	"12061"	Suppressed	154383	Suppressed
	"Jackson County, FL"	"12063"	Suppressed	48330	Suppressed
	"Jefferson County, FL"	"12065"	Suppressed	14144	Suppressed
	"Lafayette County, FL"	"12067"	Suppressed	8451	Suppressed
	"Lake County, FL"	"12069"	21	346017	6.0691
	"Lee County, FL"	"12071"	38	739224	5.1405
	"Leon County, FL"	"12073"	17	290292	Unreliable
	"Levy County, FL"	"12075"	Suppressed	40355	Suppressed
	"Liberty County, FL"	"12077"	Suppressed	8242	Suppressed
	"Madison County, FL"	"12079"	Suppressed	18449	Suppressed
	"Manatee County, FL"	"12081"	20	385571	5.1871
	"Marion County, FL"	"12083"	25	354353	7.0551
	"Martin County, FL"	"12085"	Suppressed	159923	Suppressed
	"Miami-Dade County, FL"	"12086"	211	2751796	7.6677
	"Monroe County, FL"	"12087"	Suppressed	77013	Suppressed
	"Nassau County, FL"	"12089"	Suppressed	82721	Suppressed
	"Okaloosa County, FL"	"12091"	Suppressed	202970	Suppressed
	"Okeechobee County, FL"	"12093"	Suppressed	41605	Suppressed
	"Orange County, FL"	"12095"	90	1348975	6.6717
	"Osceola County, FL"	"12097"	15	352180	Unreliable
	"Palm Beach County, FL"	"12099"	100	1471150	6.7974
	"Pasco County, FL"	"12101"	16	525643	Unreliable
	"Pinellas County, FL"	"12103"	45	970637	4.6361
	"Polk County, FL"	"12105"	19	686483	Unreliable
	"Putnam County, FL"	"12107"	Suppressed	73464	Suppressed
	"St. Johns County, FL"	"12109"	Suppressed	243812	Suppressed
	"St. Lucie County, FL"	"12111"	15	313506	Unreliable
	"Santa Rosa County, FL"	"12113"	Suppressed	174272	Suppressed
	"Sarasota County, FL"	"12115"	14	419119	Unreliable
	"Seminole County, FL"	"12117"	20	462659	4.3228
	"Sumter County, FL"	"12119"	Suppressed	125165	Suppressed
	"Suwannee County, FL"	"12121"	Suppressed	44190	Suppressed
	"Taylor County, FL"	"12123"	Suppressed	21833	Suppressed
	"Union County, FL"	"12125"	Suppressed	15517	Suppressed
	"Volusia County, FL"	"12127"	31	538692	5.7547
	"Wakulla County, FL"	"12129"	Suppressed	32120	Suppressed
	"Walton County, FL"	"12131"	Suppressed	68376	Suppressed
	"Washington County, FL"	"12133"	Suppressed	24567	Suppressed
	"Appling County, GA"	"13001"	Suppressed	18521	Suppressed
	"Atkinson County, GA"	"13003"	Suppressed	8342	Suppressed
	"Bacon County, GA"	"13005"	Suppressed	11319	Suppressed
	"Baker County, GA"	"13007"	Suppressed	3200	Suppressed
	"Baldwin County, GA"	"13009"	11	44906	Unreliable
	"Banks County, GA"	"13011"	Suppressed	18634	Suppressed
	"Barrow County, GA"	"13013"	Suppressed	79061	Suppressed
	"Bartow County, GA"	"13015"	Suppressed	105054	Suppressed
	"Ben Hill County, GA"	"13017"	Suppressed	16996	Suppressed
	"Berrien County, GA"	"13019"	Suppressed	19186	Suppressed
	"Bibb County, GA"	"13021"	26	152862	17.0088
	"Bleckley County, GA"	"13023"	Suppressed	12830	Suppressed
	"Brantley County, GA"	"13025"	Suppressed	18731	Suppressed
	"Brooks County, GA"	"13027"	Suppressed	15587	Suppressed
	"Bryan County, GA"	"13029"	Suppressed	37060	Suppressed
	"Bulloch County, GA"	"13031"	Suppressed	76149	Suppressed
	"Burke County, GA"	"13033"	Suppressed	22522	Suppressed
	"Butts County, GA"	"13035"	Suppressed	24059	Suppressed
	"Calhoun County, GA"	"13037"	Suppressed	6455	Suppressed
	"Camden County, GA"	"13039"	Suppressed	53044	Suppressed
	"Candler County, GA"	"13043"	Suppressed	10797	Suppressed
	"Carroll County, GA"	"13045"	Suppressed	117812	Suppressed
	"Catoosa County, GA"	"13047"	Suppressed	66550	Suppressed
	"Charlton County, GA"	"13049"	Suppressed	12715	Suppressed
	"Chatham County, GA"	"13051"	38	290501	13.0808
	"Chattahoochee County, GA"	"13053"	Suppressed	10343	Suppressed
	"Chattooga County, GA"	"13055"	Suppressed	24770	Suppressed
	"Cherokee County, GA"	"13057"	Suppressed	247573	Suppressed
	"Clarke County, GA"	"13059"	Suppressed	127064	Suppressed
	"Clay County, GA"	"13061"	Suppressed	2962	Suppressed
	"Clayton County, GA"	"13063"	43	285153	15.0796
	"Clinch County, GA"	"13065"	Suppressed	6727	Suppressed
	"Cobb County, GA"	"13067"	35	755754	4.6311
	"Coffee County, GA"	"13069"	Suppressed	43014	Suppressed
	"Colquitt County, GA"	"13071"	Suppressed	45835	Suppressed
	"Columbia County, GA"	"13073"	Suppressed	151579	Suppressed
	"Cook County, GA"	"13075"	Suppressed	17277	Suppressed
	"Coweta County, GA"	"13077"	Suppressed	143114	Suppressed
	"Crawford County, GA"	"13079"	Suppressed	12295	Suppressed
	"Crisp County, GA"	"13081"	Suppressed	22736	Suppressed
	"Dade County, GA"	"13083"	Suppressed	16285	Suppressed
	"Dawson County, GA"	"13085"	Suppressed	24379	Suppressed
	"Decatur County, GA"	"13087"	Suppressed	26716	Suppressed
	"DeKalb County, GA"	"13089"	93	753253	12.3464
	"Dodge County, GA"	"13091"	Suppressed	20730	Suppressed
	"Dooly County, GA"	"13093"	Suppressed	13737	Suppressed
	"Dougherty County, GA"	"13095"	18	89502	Unreliable
	"Douglas County, GA"	"13097"	Suppressed	143882	Suppressed
	"Early County, GA"	"13099"	Suppressed	10296	Suppressed
	"Echols County, GA"	"13101"	Suppressed	3936	Suppressed
	"Effingham County, GA"	"13103"	Suppressed	59982	Suppressed
	"Elbert County, GA"	"13105"	Suppressed	19109	Suppressed
	"Emanuel County, GA"	"13107"	Suppressed	22530	Suppressed
	"Evans County, GA"	"13109"	Suppressed	10775	Suppressed
	"Fannin County, GA"	"13111"	Suppressed	25322	Suppressed
	"Fayette County, GA"	"13113"	Suppressed	112549	Suppressed
	"Floyd County, GA"	"13115"	Suppressed	97613	Suppressed
	"Forsyth County, GA"	"13117"	Suppressed	227967	Suppressed
	"Franklin County, GA"	"13119"	Suppressed	22820	Suppressed
	"Fulton County, GA"	"13121"	122	1041423	11.7147
	"Gilmer County, GA"	"13123"	Suppressed	30674	Suppressed
	"Glascock County, GA"	"13125"	Suppressed	3062	Suppressed
	"Glynn County, GA"	"13127"	13	85282	Unreliable
	"Gordon County, GA"	"13129"	Suppressed	57089	Suppressed
	"Grady County, GA"	"13131"	Suppressed	24819	Suppressed
	"Greene County, GA"	"13133"	Suppressed	17281	Suppressed
	"Gwinnett County, GA"	"13135"	46	920260	4.9986
	"Habersham County, GA"	"13137"	Suppressed	44567	Suppressed
	"Hall County, GA"	"13139"	Suppressed	199335	Suppressed
	"Hancock County, GA"	"13141"	Suppressed	8561	Suppressed
	"Haralson County, GA"	"13143"	Suppressed	29256	Suppressed
	"Harris County, GA"	"13145"	Suppressed	33915	Suppressed
	"Hart County, GA"	"13147"	Suppressed	25794	Suppressed
	"Heard County, GA"	"13149"	Suppressed	11730	Suppressed
	"Henry County, GA"	"13151"	19	225813	Unreliable
	"Houston County, GA"	"13153"	Suppressed	153479	Suppressed
	"Irwin County, GA"	"13155"	Suppressed	9410	Suppressed
	"Jackson County, GA"	"13157"	Suppressed	67519	Suppressed
	"Jasper County, GA"	"13159"	Suppressed	13964	Suppressed
	"Jeff Davis County, GA"	"13161"	Suppressed	15025	Suppressed
	"Jefferson County, GA"	"13163"	Suppressed	15648	Suppressed
	"Jenkins County, GA"	"13165"	Suppressed	8767	Suppressed
	"Johnson County, GA"	"13167"	Suppressed	9788	Suppressed
	"Jones County, GA"	"13169"	Suppressed	28470	Suppressed
	"Lamar County, GA"	"13171"	Suppressed	18599	Suppressed
	"Lanier County, GA"	"13173"	Suppressed	10425	Suppressed
	"Laurens County, GA"	"13175"	Suppressed	47330	Suppressed
	"Lee County, GA"	"13177"	Suppressed	29470	Suppressed
	"Liberty County, GA"	"13179"	Suppressed	61386	Suppressed
	"Lincoln County, GA"	"13181"	Suppressed	7880	Suppressed
	"Long County, GA"	"13183"	Suppressed	19014	Suppressed
	"Lowndes County, GA"	"13185"	12	115489	Unreliable
	"Lumpkin County, GA"	"13187"	Suppressed	32873	Suppressed
	"McDuffie County, GA"	"13189"	Suppressed	21498	Suppressed
	"McIntosh County, GA"	"13191"	Suppressed	14106	Suppressed
	"Macon County, GA"	"13193"	Suppressed	13314	Suppressed
	"Madison County, GA"	"13195"	Suppressed	29302	Suppressed
	"Marion County, GA"	"13197"	Suppressed	8450	Suppressed
	"Meriwether County, GA"	"13199"	Suppressed	21049	Suppressed
	"Miller County, GA"	"13201"	Suppressed	5838	Suppressed
	"Mitchell County, GA"	"13205"	Suppressed	22292	Suppressed
	"Monroe County, GA"	"13207"	Suppressed	27113	Suppressed
	"Montgomery County, GA"	"13209"	Suppressed	9031	Suppressed
	"Morgan County, GA"	"13211"	Suppressed	18412	Suppressed
	"Murray County, GA"	"13213"	Suppressed	39782	Suppressed
	"Muscogee County, GA"	"13215"	42	194058	21.6430
	"Newton County, GA"	"13217"	17	108078	Unreliable
	"Oconee County, GA"	"13219"	Suppressed	38028	Suppressed
	"Oglethorpe County, GA"	"13221"	Suppressed	14877	Suppressed
	"Paulding County, GA"	"13223"	Suppressed	159445	Suppressed
	"Peach County, GA"	"13225"	Suppressed	27099	Suppressed
	"Pickens County, GA"	"13227"	Suppressed	31588	Suppressed
	"Pierce County, GA"	"13229"	Suppressed	19307	Suppressed
	"Pike County, GA"	"13231"	Suppressed	18217	Suppressed
	"Polk County, GA"	"13233"	Suppressed	42085	Suppressed
	"Pulaski County, GA"	"13235"	Suppressed	11201	Suppressed
	"Putnam County, GA"	"13237"	Suppressed	21730	Suppressed
	"Quitman County, GA"	"13239"	Suppressed	2358	Suppressed
	"Rabun County, GA"	"13241"	Suppressed	16602	Suppressed
	"Randolph County, GA"	"13243"	Suppressed	7075	Suppressed
	"Richmond County, GA"	"13245"	32	201800	15.8573
	"Rockdale County, GA"	"13247"	Suppressed	90312	Suppressed
	"Schley County, GA"	"13249"	Suppressed	5213	Suppressed
	"Screven County, GA"	"13251"	Suppressed	13953	Suppressed
	"Seminole County, GA"	"13253"	Suppressed	8292	Suppressed
	"Spalding County, GA"	"13255"	Suppressed	65380	Suppressed
	"Stephens County, GA"	"13257"	Suppressed	25890	Suppressed
	"Stewart County, GA"	"13259"	Suppressed	5985	Suppressed
	"Sumter County, GA"	"13261"	Suppressed	29847	Suppressed
	"Talbot County, GA"	"13263"	Suppressed	6249	Suppressed
	"Taliaferro County, GA"	"13265"	Suppressed	1628	Suppressed
	"Tattnall County, GA"	"13267"	Suppressed	25334	Suppressed
	"Taylor County, GA"	"13269"	Suppressed	8142	Suppressed
	"Telfair County, GA"	"13271"	Suppressed	15989	Suppressed
	"Terrell County, GA"	"13273"	Suppressed	8729	Suppressed
	"Thomas County, GA"	"13275"	Suppressed	44779	Suppressed
	"Tift County, GA"	"13277"	Suppressed	40598	Suppressed
	"Toombs County, GA"	"13279"	Suppressed	26999	Suppressed
	"Towns County, GA"	"13281"	Suppressed	11506	Suppressed
	"Treutlen County, GA"	"13283"	Suppressed	6740	Suppressed
	"Troup County, GA"	"13285"	Suppressed	69786	Suppressed
	"Turner County, GA"	"13287"	Suppressed	7961	Suppressed
